pressure1,pressure2,pressure3,stress1,stress2,stress3,stress4,stress5,stress6,stress7,x,y,z
0,0,0,9655,10149,9979,10090,10618,10467,10263,0,-346,0
0,0,0,9654,10149,9979,10089,10618,10467,10264,0,-347,0
0,0,0,9653,10148,9980,10089,10619,10467,10264,-1,-347,0
0,0,0,9654,10148,9979,10088,10619,10466,10263,-1,-346,0
0,0,0,9654,10149,9981,10089,10619,10467,10264,-1,-347,0
0,0,0,9653,10148,9979,10089,10618,10466,10264,0,-346,0
0.04,0,0,9653,10149,9980,10088,10619,10467,10263,0,-346,0
0.04,0,0,9654,10149,9980,10088,10619,10467,10263,1,-347,0
0,0,0,9654,10149,9980,10088,10619,10467,10263,-1,-346,0
0,0,0,9654,10148,9980,10089,10619,10467,10263,-1,-347,0
-0.04,0,0,9654,10149,9980,10089,10619,10467,10263,-1,-347,0
-0.05,0,-0.04,9653,10149,9980,10089,10618,10467,10264,0,-346,0
-0.05,0,0,9654,10148,9980,10089,10618,10466,10262,0,-346,0
-0.05,0,-0.04,9654,10149,9980,10089,10619,10467,10264,0,-346,0
0,0,0,9654,10149,9979,10090,10619,10467,10264,-1,-346,0
-0.04,0,0,9653,10149,9979,10089,10619,10467,10263,-1,-346,0
-0.05,0,-0.04,9654,10148,9981,10090,10618,10467,10264,-1,-346,0
0,0,0,9654,10149,9980,10088,10618,10467,10264,1,-346,0
-0.04,0,-0.04,9654,10148,9980,10089,10619,10465,10264,0,-346,0
0,0,-0.05,9653,10149,9980,10089,10619,10467,10264,0,-346,0
0,0,0,9654,10149,9980,10089,10618,10467,10264,1,-346,0
0,0,-0.04,9654,10149,9981,10089,10619,10467,10264,1,-347,0
-0.04,0,0,9653,10149,9979,10088,10619,10467,10263,0,-346,0
0,0,-0.04,9654,10149,9981,10088,10618,10466,10263,0,-347,0
0,0,0,9654,10149,9981,10089,10618,10467,10263,0,-346,0
0,0,0,9653,10149,9980,10089,10619,10467,10264,0,-346,0
0.09,0,0,9653,10149,9979,10088,10618,10467,10264,1,-347,0
0.14,0,-0.04,9654,10148,9980,10089,10619,10467,10263,1,-346,0
