pressure1,pressure2,pressure3,stress1,stress2,stress3,stress4,stress5,stress6,stress7,x,y,z
.00,-0.00,,9704,10324,10040,10255,10670,10589,10384,0.0,-367.0,0.0
-0.00,-0.00,-0.00,9705,10323,10039,10254,10670,10590,10385,0.0,-367.0,0.0
-0.04,0.04,-0.00,9703,10324,10039,10255,10670,10589,10384,0.0,-367.0,0.0
-0.00,0.05,-0.00,9703,10323,10039,10255,10670,10587,10384,0.0,-367.0,0.0
-0.04,0.00,-0.00,9704,10324,10040,10254,10670,10589,10385,0.0,-367.0,0.0
00,-0.00,,9705,10324,10040,10255,10670,10590,10385,0.0,-367.0,0.0
-0.04,-0.00,-0.00,9704,10324,10040,10255,10670,10588,10385,0.0,-367.0,0.0
-0.05,-0.00,-0.00,9704,10324,10039,10255,10670,10588,10384,0.0,-367.0,0.0
-0.00,-0.00,-0.00,9703,10324,10040,10255,10670,10589,10384,0.0,-367.0,0.0
-0.00,-0.00,-0.00,9705,10324,10039,10254,10670,10588,10384,0.0,-367.0,0.0
0.04,-0.04,0.04,9703,10324,10039,10254,10671,10589,10385,0.0,-367.0,0.0
0.00,-0.05,0.05,9704,10323,10039,10255,10671,10589,10385,0.0,-367.0,0.0
0.04,-0.04,0.05,9706,10324,10040,10255,10670,10589,10385,0.0,-367.0,0.0
0.00,-0.05,0.00,9704,10323,10040,10255,10670,10590,10384,0.0,-367.0,0.0
0.00,-0.05,0.00,9704,10324,10039,10255,10670,10589,10385,0.0,-367.0,0.0
0.04,-0.05,0.00,9705,10323,10040,10254,10670,10589,10385,0.0,-367.0,0.0
0.00,-0.05,0.00,9705,10323,10040,10254,10670,10589,10385,0.0,-367.0,1.0
0.04,-0.05,0.00,9705,10323,10040,10255,10670,10589,10385,0.0,-367.0,0.0
0.05,-0.00,0.00,9704,10324,10040,10255,10669,10589,10385,0.0,-367.0,0.0
0.00,-0.04,0.04,9704,10324,10039,10255,10670,10589,10385,0.0,-367.0,0.0
0.04,-0.00,0.00,9703,10324,10040,10255,10670,10589,10384,0.0,-367.0,1.0
0.05,-0.00,0.00,9703,10324,10040,10255,10670,10589,10384,0.0,-367.0,0.0
0.04,-0.05,0.00,9705,10324,10040,10255,10670,10588,10385,0.0,-367.0,1.0
0.09,-0.05,0.00,9705,10324,10040,10255,10670,10588,10385,0.0,-367.0,0.0
0.05,-0.00,0.00,9705,10324,10040,10255,10670,10589,10385,0.0,-367.0,0.0
0.05,-0.04,0.00,9706,10324,10040,10255,10670,10589,10384,0.0,-367.0,0.0
0.00,-0.05,0.00,9704,10324,10040,10255,10670,10589,10383,0.0,-367.0,0.0
0.04,-0.00,0.04,9704,10324,10040,10255,10670,10589,10383,0.0,-367.0,0.0
0.05,-0.00,0.00,9705,10324,10040,10255,10670,10589,10385,0.0,-367.0,0.0
0.05,-0.04,0.00,9705,10324,10039,10254,10670,10588,10383,0.0,-367.0,0.0
0.05,-0.05,0.00,9705,10324,10039,10255,10670,10588,10384,0.0,-367.0,0.0
0.05,-0.05,0.00,9705,10324,10039,10255,10670,10589,10385,0.0,-367.0,1.0
0.10,-0.05,0.04,9704,10324,10038,10255,10670,10589,10384,0.0,-367.0,0.0
0.05,-0.05,0.00,9705,10323,10039,10255,10670,10588,10385,0.0,-367.0,0.0
0.05,-0.05,0.04,9705,10324,10040,10255,10670,10589,10385,0.0,-367.0,0.0
0.14,-0.00,0.00,9705,10324,10040,10255,10670,10589,10385,0.0,-367.0,0.0
0.15,-0.04,0.04,9705,10324,10040,10255,10670,10589,10385,0.0,-367.0,0.0
0.19,-0.05,0.00,9703,10324,10039,10254,10670,10588,10385,0.0,-367.0,0.0
0.20,-0.05,0.04,9705,10324,10039,10254,10669,10589,10384,0.0,-367.0,0.0
0.24,-0.05,0.05,9705,10324,10039,10254,10670,10589,10385,0.0,-367.0,0.0
0.29,-0.00,0.05,9704,10324,10040,10255,10670,10590,10385,0.0,-367.0,0.0
0.29,-0.04,0.05,9704,10323,10039,10254,10670,10589,10384,0.0,-367.0,0.0
0.39,-0.04,0.00,9704,10323,10039,10254,10670,10589,10385,0.0,-367.0,0.0
0.39,-0.05,0.00,9704,10324,10040,10254,10670,10589,10385,0.0,-367.0,0.0
