pressure1,pressure2,pressure3,stress1,stress2,stress3,stress4,stress5,stress6,stress7,x,y,z
.00,0.00,,10687,10190,9972,10274,9585,10270,10191,0.0,-362.0,0.0
0.00,0,,10685,10190,9971,10274,9584,10270,10192,0.0,-361.0,0.0
0.00,0.00,0.00,10687,10190,9972,10275,9584,10270,10191,0.0,-362.0,0.0
0.00,0.00,0.00,10687,10190,9972,10275,9584,10270,10191,0.0,-361.0,0.0
0.00,0.00,0.00,10686,10191,9971,10274,9583,10270,10190,0.0,-361.0,0.0
0.00,0.00,0.00,10687,10190,9971,10274,9583,10270,10191,0.0,-361.0,0.0
0.00,0.00,0.00,10686,10191,9971,10274,9585,10269,10191,0.0,-360.0,0.0
0.00,0.00,0.00,10686,10190,9973,10274,9584,10270,10190,0.0,-361.0,0.0
0.00,0.00,0.00,10687,10190,9972,10275,9584,10270,10191,0.0,-361.0,0.0
0.00,0.00,0.00,10687,10191,9973,10274,9584,10270,10191,0.0,-361.0,0.0
0.00,0.00,0.00,10686,10190,9972,10275,9585,10270,10191,0.0,-362.0,0.0
0.00,0.00,0.00,10686,10190,9973,10274,9584,10270,10191,1.0,-362.0,0.0
0.00,0.00,0.00,10687,10190,9972,10274,9583,10270,10191,0.0,-361.0,0.0
0.00,0.00,0.00,10687,10191,9972,10274,9584,10270,10191,0.0,-362.0,-1.0
0.00,0.00,0.00,10686,10190,9973,10274,9584,10270,10191,0.0,-361.0,-1.0
0.00,0.00,0.00,10687,10191,9972,10275,9584,10270,10190,0.0,-362.0,0.0
0.00,0.00,0.00,10685,10191,9973,10274,9584,10270,10191,0.0,-361.0,0.0
0.00,0.00,0.00,10687,10191,9972,10273,9584,10270,10190,0.0,-361.0,0.0
0.00,0.00,0.00,10686,10191,9972,10273,9585,10270,10192,0.0,-361.0,0.0
0.00,0.00,0.00,10686,10190,9973,10275,9584,10270,10190,0.0,-361.0,0.0
0.09,0.00,0.00,10687,10190,9972,10274,9585,10270,10191,0.0,-361.0,0.0
0.09,0.00,0.05,10687,10190,9972,10274,9585,10269,10191,0.0,-361.0,0.0
0.05,0.00,0.05,10686,10190,9972,10274,9583,10269,10191,0.0,-361.0,-1.0
0.14,-0.04,0.05,10686,10190,9971,10274,9584,10269,10191,0.0,-361.0,0.0
0.19,-0.00,0.05,10685,10190,9972,10274,9584,10269,10192,0.0,-360.0,0.0
0.28,-0.00,0.05,10686,10190,9970,10275,9585,10270,10190,0.0,-362.0,0.0
0.43,-0.00,0.05,10687,10190,9972,10274,9584,10270,10191,0.0,-360.0,0.0
