pressure1,pressure2,pressure3,stress1,stress2,stress3,stress4,stress5,stress6,stress7,x,y,z
.00,0.00,0.00,10673,10184,9951,10255,9576,10257,10180,0.0,-361.0,0.0
0.00,0.00,0.00,10674,10184,9953,10255,9577,10256,10180,-1.0,-361.0,0.0
0.00,0.00,0.00,10673,10184,9951,10254,9576,10257,10180,0.0,-361.0,0.0
0.00,0.00,0.00,10673,10184,9954,10255,9578,10257,10179,0.0,-362.0,0.0
0.00,0.00,0.00,10674,10184,9954,10255,9577,10257,10180,0.0,-361.0,0.0
0.00,0.00,0.00,10673,10184,9954,10255,9577,10257,10179,0.0,-361.0,0.0
0.00,0.00,0.00,10673,10184,9954,10255,9578,10257,10180,0.0,-361.0,0.0
0.00,0.00,0.00,10673,10185,9954,10255,9576,10256,10180,0.0,-361.0,0.0
0.00,0.00,0.00,10673,10183,9953,10255,9576,10257,10179,0.0,-361.0,1.0
0.00,0.00,0.00,10673,10184,9954,10255,9577,10257,10180,0.0,-361.0,1.0
0.00,0.00,0.00,10673,10184,9953,10255,9578,10257,10180,0.0,-361.0,1.0
0.00,0.00,0.00,10673,10184,9954,10254,9577,10257,10179,0.0,-361.0,0.0
0.00,0.00,0.00,10673,10184,9954,10254,9577,10257,10179,0.0,-361.0,0.0
0.00,0.00,0.00,10673,10184,9953,10255,9577,10257,10180,0.0,-361.0,0.0
0.00,0.00,0.00,10673,10184,9955,10254,9576,10256,10180,0.0,-361.0,0.0
0.00,0.00,0.00,10673,10184,9955,10254,9576,10256,10180,0.0,-361.0,0.0
0.00,0.00,0.00,10673,10184,9954,10255,9577,10256,10180,0.0,-361.0,1.0
0.00,0.00,0.00,10673,10184,9953,10255,9577,10257,10179,0.0,-361.0,0.0
0.00,0.00,0.00,10673,10184,9954,10254,9577,10257,10180,0.0,-361.0,0.0
0.00,0.00,0.00,10673,10185,9954,10255,9577,10257,10179,0.0,-361.0,1.0
-0.49,-0.53,-0.88,10673,10183,9950,10256,9577,10257,10179,0.0,-361.0,0.0
-0.50,-0.64,-0.93,10673,10184,9953,10255,9577,10257,10179,0.0,-361.0,0.0
-0.54,-0.64,-0.98,10673,10183,9954,10256,9577,10257,10180,0.0,-361.0,1.0
-0.54,-0.64,-0.94,10673,10184,9954,10255,9577,10257,10180,0.0,-361.0,1.0
-0.50,-0.55,-0.93,10673,10184,9954,10255,9578,10257,10180,0.0,-361.0,1.0
-0.54,-0.32,-0.93,10673,10184,9954,10255,9578,10257,10180,0.0,-361.0,0.0
-0.54,0.01,-0.93,10673,10184,9951,10255,9576,10258,10178,0.0,-361.0,0.0
-0.54,0.18,-0.93,10673,10184,9954,10255,9577,10257,10180,0.0,-361.0,0.0
-0.54,0.50,-0.89,10673,10184,9953,10254,9577,10257,10180,0.0,-361.0,0.0
-0.54,0.85,-0.89,10673,10184,9953,10254,9578,10257,10180,0.0,-361.0,1.0
-0.54,1.10,-0.93,10672,10183,9953,10254,9577,10257,10180,0.0,-361.0,1.0
-0.54,1.26,-0.89,10673,10184,9954,10254,9576,10257,10179,0.0,-361.0,1.0
-0.50,1.54,-0.84,10672,10184,9953,10254,9577,10258,10179,0.0,-361.0,2.0
-0.49,1.79,-0.84,10673,10183,9953,10253,9577,10258,10178,0.0,-361.0,2.0
-0.49,1.99,-0.79,10673,10183,9952,10253,9578,10257,10179,0.0,-362.0,0.0
-0.45,2.15,-0.70,10672,10184,9952,10252,9577,10257,10179,1.0,-361.0,2.0
-0.44,2.38,-0.69,10672,10184,9950,10252,9577,10256,10179,1.0,-361.0,2.0
-0.49,2.63,-0.64,10672,10184,9951,10252,9578,10255,10179,1.0,-362.0,1.0
-0.45,2.83,-0.55,10672,10183,9951,10251,9577,10257,10178,1.0,-361.0,2.0
-0.44,2.98,-0.54,10672,10183,9951,10250,9578,10256,10178,1.0,-362.0,3.0
-0.44,3.26,-0.50,10672,10183,9950,10250,9576,10258,10177,1.0,-361.0,3.0
-0.39,3.49,-0.39,10672,10184,9949,10249,9578,10257,10177,2.0,-362.0,2.0
-0.39,3.62,-0.39,10671,10184,9949,10249,9576,10257,10179,2.0,-362.0,3.0
-0.39,3.77,-0.30,10671,10184,9945,10247,9578,10257,10178,2.0,-362.0,3.0
-0.39,4.05,-0.30,10671,10183,9947,10247,9578,10258,10178,2.0,-362.0,3.0
-0.35,4.25,-0.25,10671,10183,9948,10247,9577,10258,10177,2.0,-362.0,3.0
-0.34,4.41,-0.20,10671,10184,9948,10247,9578,10258,10177,2.0,-362.0,4.0
-0.34,4.60,-0.15,10671,10183,9947,10246,9578,10258,10176,3.0,-362.0,4.0
-0.34,4.84,-0.10,10670,10183,9946,10245,9578,10257,10177,3.0,-362.0,5.0
-0.30,5.09,-0.10,10670,10183,9946,10244,9578,10257,10177,3.0,-362.0,6.0
-0.38,5.20,-0.05,10670,10183,9945,10244,9577,10259,10176,3.0,-362.0,5.0
-0.30,5.43,-0.09,10670,10184,9945,10243,9577,10258,10176,4.0,-362.0,5.0
-0.30,5.68,-0.14,10670,10183,9944,10242,9578,10257,10175,4.0,-362.0,6.0
-0.25,5.88,-0.15,10670,10183,9946,10242,9578,10258,10174,4.0,-362.0,6.0
-0.20,5.99,-0.10,10669,10183,9944,10241,9577,10258,10175,5.0,-362.0,7.0
-0.29,6.26,-0.14,10668,10183,9943,10240,9579,10259,10175,5.0,-362.0,8.0
-0.21,6.42,-0.15,10669,10183,9942,10239,9579,10259,10175,5.0,-362.0,7.0
-0.20,6.66,-0.15,10667,10183,9940,10238,9578,10259,10176,5.0,-362.0,8.0
-0.20,6.82,-0.15,10668,10183,9942,10238,9579,10258,10175,6.0,-362.0,9.0
-0.20,7.05,-0.15,10668,10182,9941,10237,9577,10259,10172,6.0,-362.0,9.0
-0.15,7.25,-0.10,10668,10182,9939,10237,9579,10259,10174,7.0,-362.0,9.0
-0.10,7.47,-0.14,10667,10182,9939,10236,9578,10259,10174,7.0,-362.0,9.0
-0.10,7.34,-0.15,10667,10183,9940,10235,9578,10259,10173,7.0,-362.0,9.0
-0.05,7.11,-0.15,10667,10182,9939,10235,9579,10258,10173,7.0,-362.0,10.0
-0.01,6.73,-0.15,10667,10182,9937,10234,9579,10258,10173,8.0,-362.0,10.0
-0.00,6.34,-0.10,10667,10183,9939,10234,9579,10258,10172,8.0,-362.0,11.0
-0.00,5.99,-0.14,10666,10180,9937,10233,9576,10259,10171,9.0,-362.0,12.0
0.04,5.55,-0.15,10666,10182,9936,10233,9578,10258,10172,9.0,-362.0,11.0
0.05,5.56,-0.10,10666,10182,9938,10233,9579,10259,10172,9.0,-362.0,11.0
0.00,5.56,-0.14,10667,10183,9937,10233,9579,10259,10171,9.0,-362.0,12.0
0.00,5.86,-0.15,10666,10181,9938,10233,9579,10260,10172,9.0,-362.0,12.0
0.00,5.85,-0.15,10666,10183,9937,10233,9578,10258,10171,9.0,-362.0,12.0
0.04,5.85,-0.15,10665,10183,9937,10232,9578,10258,10172,9.0,-362.0,11.0
0.05,5.54,-0.15,10666,10182,9937,10232,9578,10258,10172,10.0,-362.0,11.0
0.05,5.47,-0.15,10666,10183,9937,10232,9577,10259,10171,10.0,-362.0,12.0
0.05,5.55,-0.19,10666,10182,9936,10232,9579,10259,10171,10.0,-362.0,12.0
0.05,5.78,-0.11,10665,10183,9936,10231,9579,10259,10171,10.0,-362.0,12.0
0.05,5.80,-0.14,10666,10183,9936,10231,9578,10258,10171,10.0,-362.0,12.0
0.05,5.76,-0.15,10665,10183,9937,10232,9579,10259,10171,10.0,-362.0,12.0
0.00,5.53,-0.10,10666,10182,9936,10232,9578,10259,10170,10.0,-362.0,12.0
0.00,5.46,-0.14,10666,10182,9935,10231,9578,10258,10171,11.0,-362.0,12.0
0.00,5.59,-0.10,10665,10181,9937,10231,9579,10258,10171,10.0,-362.0,12.0
0.04,5.56,-0.14,10666,10182,9937,10231,9578,10258,10171,10.0,-362.0,12.0
0.31,5.51,-0.10,10666,10181,9936,10231,9579,10259,10171,10.0,-362.0,13.0
0.70,5.15,-0.10,10666,10181,9936,10231,9579,10258,10170,11.0,-363.0,13.0
1.04,4.85,-0.10,10665,10182,9935,10230,9578,10259,10170,11.0,-363.0,12.0
1.30,4.56,-0.10,10665,10181,9936,10230,9579,10259,10171,10.0,-362.0,12.0
1.50,4.22,-0.10,10665,10181,9935,10230,9577,10258,10170,10.0,-362.0,13.0
1.65,3.87,-0.05,10665,10182,9934,10230,9576,10259,10170,10.0,-362.0,12.0
1.89,3.66,-0.09,10665,10182,9935,10230,9579,10259,10171,10.0,-362.0,13.0
2.05,3.42,-0.05,10665,10182,9935,10230,9579,10259,10171,10.0,-362.0,12.0
2.20,3.17,-0.09,10665,10181,9935,10229,9579,10259,10171,10.0,-362.0,11.0
2.30,2.93,-0.10,10664,10182,9935,10229,9579,10258,10172,10.0,-363.0,12.0
2.40,2.73,-0.05,10665,10180,9935,10230,9577,10259,10172,10.0,-363.0,11.0
2.50,2.53,-0.05,10665,10182,9935,10230,9578,10258,10171,10.0,-363.0,10.0
2.68,2.29,-0.05,10665,10181,9935,10229,9579,10258,10172,10.0,-363.0,10.0
2.88,2.04,-0.09,10665,10180,9935,10230,9579,10258,10172,10.0,-363.0,10.0
2.99,1.84,-0.05,10665,10181,9935,10230,9578,10258,10172,10.0,-363.0,9.0
3.09,1.64,-0.14,10665,10181,9935,10229,9578,10259,10173,9.0,-363.0,8.0
3.18,1.40,-0.10,10665,10181,9935,10230,9579,10258,10173,9.0,-363.0,8.0
3.33,1.25,-0.10,10665,10180,9936,10230,9578,10260,10174,9.0,-363.0,8.0
3.49,1.17,-0.10,10665,10182,9936,10229,9579,10259,10174,9.0,-364.0,6.0
3.58,1.18,-0.10,10666,10180,9934,10230,9579,10258,10175,8.0,-363.0,6.0
3.68,1.31,-0.10,10665,10180,9935,10230,9579,10258,10175,8.0,-364.0,6.0
3.73,1.55,-0.14,10665,10180,9934,10228,9579,10258,10174,8.0,-364.0,5.0
3.82,1.92,-0.06,10665,10180,9936,10230,9579,10258,10175,8.0,-364.0,4.0
4.01,2.32,-0.09,10665,10180,9934,10229,9579,10257,10175,8.0,-364.0,4.0
4.12,2.62,-0.14,10664,10180,9934,10229,9578,10258,10176,8.0,-364.0,3.0
4.17,2.96,-0.10,10665,10180,9935,10229,9579,10257,10175,8.0,-364.0,3.0
4.22,3.30,-0.14,10665,10180,9935,10228,9579,10258,10176,8.0,-364.0,3.0
4.27,3.56,-0.10,10665,10179,9934,10227,9579,10258,10175,8.0,-364.0,2.0
4.32,3.76,-0.10,10665,10180,9933,10227,9579,10259,10176,8.0,-364.0,2.0
4.46,4.09,-0.10,10664,10179,9933,10226,9579,10258,10175,8.0,-365.0,2.0
4.38,4.35,-0.10,10664,10180,9932,10226,9580,10257,10175,8.0,-365.0,1.0
4.33,4.59,-0.10,10664,10179,9933,10225,9578,10257,10175,8.0,-365.0,1.0
4.28,4.80,-0.05,10664,10179,9932,10225,9578,10259,10175,8.0,-365.0,1.0
4.23,5.08,-0.09,10663,10179,9932,10225,9579,10258,10175,8.0,-365.0,0.0
4.23,5.33,-0.10,10663,10179,9933,10224,9580,10258,10175,9.0,-365.0,0.0
4.18,5.53,-0.10,10663,10178,9931,10223,9580,10258,10176,9.0,-365.0,1.0
4.18,5.77,-0.10,10663,10179,9929,10221,9580,10257,10175,9.0,-365.0,1.0
4.18,6.02,-0.10,10663,10179,9928,10221,9580,10259,10174,9.0,-365.0,1.0
4.13,6.29,-0.10,10663,10179,9930,10222,9578,10258,10175,9.0,-365.0,0.0
4.13,6.43,-0.10,10663,10179,9928,10221,9579,10258,10174,10.0,-366.0,1.0
4.17,6.66,-0.10,10663,10179,9929,10220,9580,10258,10173,10.0,-366.0,1.0
4.18,6.90,-0.10,10662,10179,9926,10220,9579,10259,10174,10.0,-366.0,1.0
4.22,7.11,-0.05,10662,10179,9929,10219,9580,10259,10174,11.0,-366.0,2.0
4.23,7.30,-0.09,10662,10179,9929,10218,9579,10258,10173,11.0,-366.0,2.0
4.23,7.54,-0.05,10661,10178,9926,10217,9579,10257,10173,11.0,-366.0,2.0
4.23,7.83,-0.05,10662,10178,9927,10217,9580,10258,10173,12.0,-366.0,2.0
4.23,8.04,-0.09,10662,10178,9926,10217,9580,10258,10173,12.0,-366.0,2.0
4.23,8.19,-0.10,10661,10178,9926,10216,9580,10258,10172,12.0,-366.0,3.0
4.27,8.43,-0.05,10661,10178,9925,10216,9580,10259,10173,13.0,-366.0,2.0
4.23,8.63,-0.05,10661,10178,9925,10215,9579,10258,10171,13.0,-366.0,3.0
4.32,8.87,-0.05,10661,10179,9924,10214,9580,10258,10172,13.0,-366.0,4.0
4.28,9.07,-0.09,10661,10178,9925,10214,9580,10258,10171,14.0,-366.0,4.0
4.28,9.23,-0.05,10661,10178,9924,10213,9579,10259,10171,14.0,-366.0,4.0
4.32,9.55,-0.05,10660,10178,9924,10213,9580,10259,10172,15.0,-366.0,5.0
4.33,9.76,-0.05,10660,10178,9922,10211,9580,10259,10170,15.0,-366.0,5.0
4.33,10.00,-0.05,10660,10178,9923,10211,9580,10259,10170,16.0,-366.0,5.0
4.37,10.20,-0.05,10660,10178,9920,10210,9581,10259,10170,16.0,-366.0,5.0
4.33,10.13,-0.05,10660,10178,9922,10209,9581,10259,10169,16.0,-366.0,6.0
4.42,9.93,-0.09,10659,10178,9921,10210,9580,10259,10170,17.0,-366.0,6.0
