pressure1,pressure2,pressure3,stress1,stress2,stress3,stress4,stress5,stress6,stress7,x,y,z
-0.04,0,0,10687,10149,9970,10090,10620,10474,10270,0,-348,0
-0.04,0,0,10688,10149,9969,10090,10620,10476,10270,0,-346,0
-0.04,0,0,10687,10149,9970,10091,10620,10476,10270,0,-346,0
-0.04,0,0,10687,10150,9970,10090,10620,10476,10271,0,-347,0
0,0,0,10688,10149,9971,10091,10620,10475,10270,0,-347,0
-0.04,0,0,10687,10149,9970,10090,10620,10475,10270,0,-347,0
-0.04,0,0,10688,10149,9970,10090,10620,10476,10270,0,-346,0
-0.04,0,0,10688,10150,9970,10090,10620,10475,10271,0,-347,0
-0.04,0,0,10688,10150,9969,10090,10620,10476,10270,0,-347,0
-0.1,0,0.05,10688,10149,9969,10091,10620,10476,10270,0,-346,0
-0.05,0,0,10688,10149,9970,10090,10620,10475,10271,0,-346,0
-0.09,0,0,10688,10149,9970,10090,10620,10476,10270,0,-346,0
-0.05,0,0,10688,10149,9970,10090,10620,10476,10271,1,-346,0
-0.09,0,0,10687,10149,9970,10090,10620,10476,10270,0,-347,0
-0.05,0,0,10687,10150,9970,10091,10620,10476,10270,0,-347,0
-0.05,0,0,10688,10150,9970,10091,10620,10475,10270,0,-346,0
-0.05,0,0,10687,10149,9970,10090,10620,10475,10270,0,-346,0
-0.05,0,0,10687,10149,9969,10090,10620,10475,10270,0,-346,0
-0.05,0,0.04,10688,10150,9970,10090,10620,10476,10271,1,-347,0
-0.05,0,0.04,10688,10149,9970,10090,10619,10475,10270,0,-346,0
-0.05,0,0.05,10687,10150,9970,10090,10620,10476,10271,0,-347,0
-0.05,0,0,10688,10149,9970,10091,10620,10476,10271,0,-347,0
0,0,0.04,10687,10149,9971,10090,10620,10475,10269,1,-347,0
0.04,0,0.05,10687,10149,9969,10091,10620,10475,10271,0,-346,0
0.05,0,0.05,10687,10149,9970,10090,10620,10475,10270,0,-346,0
0.09,0,0.05,10688,10148,9970,10090,10620,10476,10270,0,-347,0
0.14,0,0,10687,10150,9969,10091,10620,10475,10271,0,-346,0
0.19,0,0,10688,10150,9970,10090,10620,10476,10270,0,-346,0
0.28,0,0.04,10688,10150,9970,10090,10620,10475,10270,0,-346,0
0.35,0,0,10686,10149,9968,10090,10620,10475,10270,0,-346,0
0.39,0,0.04,10688,10150,9970,10090,10620,10476,10270,0,-346,0
0.61,0,0.05,10687,10149,9970,10090,10620,10475,10271,0,-346,0
1.03,0,0.05,10688,10150,9970,10091,10620,10476,10270,0,-346,0
1.34,0,0,10688,10150,9969,10090,10620,10475,10270,1,-346,0
1.55,0,0.04,10687,10149,9970,10090,10620,10476,10270,0,-347,0
1.57,0,0,10688,10149,9970,10090,10620,10475,10270,1,-346,0
1.53,0,0,10688,10149,9970,10090,10620,10475,10270,1,-348,0
1.48,0,0.04,10688,10149,9969,10090,10620,10476,10269,1,-348,1
1.48,0,0.05,10688,10150,9969,10090,10620,10475,10270,1,-347,1
1.43,0,0.09,10688,10150,9970,10090,10620,10476,10270,1,-348,1
1.38,0,0.1,10688,10149,9969,10089,10620,10476,10269,2,-348,1
1.38,0,0.05,10688,10149,9970,10090,10620,10476,10270,2,-348,1
1.42,0,0.05,10687,10150,9970,10089,10621,10475,10270,2,-348,1
1.47,0,0.09,10688,10149,9970,10090,10619,10476,10270,2,-348,1
1.61,0,0.05,10688,10150,9969,10090,10620,10475,10270,2,-347,2
1.62,0,0.09,10688,10149,9969,10090,10620,10476,10270,2,-348,2
1.67,0,0.1,10687,10150,9969,10089,10620,10475,10270,2,-348,2
1.72,0,0.05,10688,10149,9969,10090,10620,10476,10269,2,-348,3
1.76,0,0.05,10688,10148,9970,10090,10620,10475,10269,3,-348,2
1.82,0,0.05,10688,10150,9969,10091,10620,10476,10269,3,-348,2
1.91,0,0.05,10687,10150,9969,10089,10619,10475,10269,3,-348,2
2,0,0.09,10687,10149,9970,10091,10619,10476,10270,3,-348,2
2.06,0,0.1,10687,10150,9969,10090,10620,10475,10270,3,-347,2
2.11,0,0.05,10687,10149,9969,10090,10620,10476,10270,3,-349,2
2.16,0,0.09,10688,10149,9969,10090,10619,10475,10269,3,-347,2
2.21,0,0.1,10687,10150,9968,10090,10620,10475,10268,3,-349,2
2.3,0,0.05,10688,10149,9969,10089,10620,10476,10269,3,-349,2
2.35,0,0.05,10688,10150,9969,10090,10620,10475,10269,3,-349,2
