pressure1,pressure2,pressure3,stress1,stress2,stress3,stress4,stress5,stress6,stress7,x,y,z
00,-0.20,,10654,10158,9919,10043,10521,10217,10133,0.0,-362.0,0.0
-0.05,-0.04,-0.20,10655,10158,9918,10043,10522,10217,10133,1.0,-362.0,-1.0
-0.05,-0.00,-,10655,10158,9917,10043,10522,10217,10133,0.0,-363.0,-1.0
-0.00,-0.04,-0.20,10655,10158,9917,10043,10522,10217,10133,0.0,-363.0,0.0
-0.00,-0.00,-0.20,10654,10158,9919,10043,10522,10216,10133,0.0,-362.0,0.0
-0.04,-0.00,-0.20,10655,10158,9917,10043,10521,10217,10133,1.0,-363.0,0.0
-0.05,-0.00,-0.20,10655,10158,9918,10043,10522,10216,10133,0.0,-363.0,0.0
-0.05,-0.04,-0.20,10655,10159,9917,10043,10522,10215,10134,1.0,-363.0,0.0
-0.05,-0.00,-ğ0.00,10655,10159,9918,10042,10522,10217,10133,1.0,-363.0,-1.0
0.00,-0.05,0.00,10655,10159,9918,10043,10522,10218,10134,1.0,-363.0,0.0
-0.04,-0.05,-0.04,10655,10159,9918,10043,10522,10216,10131,0.0,-363.0,-1.0
-0.09,-0.14,-0.18,10655,10158,9919,10043,10522,10217,10133,1.0,-363.0,-1.0
-0.10,-0.10,-0.15,10655,10158,9917,10043,10521,10217,10134,0.0,-363.0,0.0
-0.10,-0.14,-0.19,10655,10159,9918,10043,10522,10216,10133,0.0,-363.0,0.0
-0.10,-0.15,-0.15,10655,10158,9918,10042,10522,10217,10133,1.0,-363.0,0.0
-0.10,-0.10,-0.19,10654,10159,9918,10043,10522,10217,10134,0.0,-363.0,0.0
-0.10,-0.10,-0.20,10655,10159,9918,10043,10522,10216,10134,0.0,-363.0,0.0
-0.10,-0.10,-0.20,10655,10159,9917,10041,10521,10217,10133,0.0,-363.0,0.0
-0.10,-0.14,-0.24,10655,10158,9917,10043,10521,10216,10133,0.0,-363.0,0.0
-0.10,-0.15,-0.20,10654,10158,9918,10044,10522,10217,10133,0.0,-363.0,-1.0
-0.10,-0.10,-0.24,10654,10158,9918,10044,10522,10217,10133,1.0,-363.0,0.0
-0.10,-0.10,-0.20,10655,10159,9917,10042,10522,10217,10133,0.0,-363.0,-1.0
-0.10,-0.10,-0.20,10654,10158,9917,10043,10522,10217,10133,1.0,-363.0,0.0
-0.10,-0.14,-0.20,10655,10160,9918,10043,10522,10217,10133,1.0,-363.0,0.0
-0.10,-0.15,-0.20,10655,10159,9918,10042,10522,10217,10133,0.0,-363.0,-1.0
-0.10,-0.15,-0.20,10655,10158,9918,10043,10522,10217,10134,0.0,-363.0,-1.0
